Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     254/254         camlBin_shape_lib__Bin_shape__create_1302457 [4830]
[379]    0.0    0.00    0.00     254+254     camlStdlib__list__map_1127 [379]
                0.00    0.00     254/254         caml_tuplify3 [380]
                                 254             camlStdlib__list__map_1127 [379]
-----------------------------------------------
                0.00    0.00     254/254         camlStdlib__list__map_1127 [379]
[380]    0.0    0.00    0.00     254         caml_tuplify3 [380]
-----------------------------------------------
                0.00    0.00       1/233         camlMain__entry [3]
                0.00    0.00       1/233         camlParser__entry [220]
                0.00    0.00       1/233         camlCore__Core_sys__entry [226]
                0.00    0.00       1/233         camlCore__Core_time__Make_21032 [5607]
                0.00    0.00       1/233         camlCore_kernel__List__entry [280]
                0.00    0.00       1/233         camlCore_kernel__Float_with_finite_only_serialization__entry [262]
                0.00    0.00       1/233         camlCore_kernel__Zone__entry [318]
                0.00    0.00       1/233         camlCore_kernel__Time__Make_9560 [10496]
                0.00    0.00       1/233         camlCore_kernel__Pid__entry [296]
                0.00    0.00       1/233         camlParsexp__Parser_automaton_internal__entry [12164]
                0.00    0.00       1/233         camlParsexp__entry [12270]
                0.00    0.00       1/233         camlPpx_assert_lib__Runtime__entry [12324]
                0.00    0.00       1/233         camlBin_shape_lib__Bin_shape__entry [84]
                0.00    0.00       1/233         camlUnix__entry [174]
                0.00    0.00       1/233         camlBase__List__entry [2314]
                0.00    0.00       1/233         camlBase__Info__entry [1886]
                0.00    0.00       1/233         camlSexplib0__Sexp_conv_error__entry [12631]
                0.00    0.00       1/233         camlStdlib__entry [163]
                0.00    0.00       1/233         camlStdlib__sys__entry [83]
                0.00    0.00       1/233         camlStdlib__array__entry [493]
                0.00    0.00       1/233         camlStdlib__stack__entry [538]
                0.00    0.00       1/233         camlStdlib__queue__entry [531]
                0.00    0.00       1/233         camlCamlinternalLazy__entry [486]
                0.00    0.00       1/233         camlCamlinternalFormat__entry [481]
                0.00    0.00       1/233         camlStdlib__format__entry [146]
                0.00    0.00       1/233         camlStdlib__scanf__entry [534]
                0.00    0.00       2/233         camlExecuteCode__entry [70]
                0.00    0.00       2/233         camlCore__Signal__entry [234]
                0.00    0.00       2/233         camlCore_kernel__Binable0__V1_4724 [7171]
                0.00    0.00       2/233         camlCore_kernel__Std_internal__entry [186]
                0.00    0.00       2/233         camlCore_kernel__Span__entry [306]
                0.00    0.00       2/233         camlParsexp__Positions__entry [12232]
                0.00    0.00       2/233         camlSexplib0__Sexp__entry [12513]
                0.00    0.00       2/233         camlStdlib__parsing__entry [160]
                0.00    0.00       2/233         camlStdlib__stream__entry [539]
                0.00    0.00       3/233         camlDt__entry [64]
                0.00    0.00       3/233         camlBase__Exn__entry [1270]
                0.00    0.00       3/233         camlBase__Set__entry [3558]
                0.00    0.00       3/233         camlStdlib__arg__entry [491]
                0.00    0.00       4/233         camlCore_kernel__Doubly_linked__entry [257]
                0.00    0.00       4/233         camlParsexp__Make_eager_3185 [12040]
                0.00    0.00       4/233         camlBase__Map__entry [2567]
                0.00    0.00       5/233         camlBin_prot__Common__entry [4365]
                0.00    0.00       6/233         camlSexplib__Pre_sexp__entry [198]
